author,comment,publishedAt,likeCount
@andreanbatam64,Samsung A52 5G Kapan Rilis Ke Indonesia?,2021-06-04T06:05:14Z,0
@rifkychannel6233,Agak pucat ya bang,2021-06-03T20:30:58Z,0
@nurrizkitediansyah598,"Lgi mikir"" pngen bli hp ini gjihan bln ini 😁",2021-06-03T14:41:31Z,0
@faizalarsitektur70,Yang 5g rilis kapan ya?,2021-06-02T15:37:05Z,0
@hermandwireza959,Kerenan yg megang hp sambil jalan...heheh,2021-06-02T12:52:53Z,0
@babytube2874,"Nungguin turun harga baru beli, wkwkwk",2021-06-02T11:59:29Z,0
@kenfarkhan3928,Berarti tahun depan bro wkw,2021-07-14T21:01:26Z,0
@hoseasabatany1577,"yoi, wkwk. nemu temen ges yak",2021-09-06T15:26:19Z,0
@najibkendal2307,Alhamdulillah beli a72,2021-06-01T10:23:00Z,0
@roishariyanto7822,A52 ini sudah 5G apa blm?,2021-06-01T09:09:53Z,0
@Dewi-mg2im,"Udah bang, saya juga pakai A52.",2021-07-25T14:52:43Z,0
@septanne4285,Harganya kapan turun ya wkwk,2021-06-01T00:30:35Z,0
@ariyadizum2602,Alhamdulillah udh 1bln pakek a52 hehhe,2021-05-27T03:52:32Z,0
@iskandarhyunkeru3207,"Pqen si, rpi belum suport 5g jadi buat kedepan nya bakal gimana",2021-05-26T17:53:23Z,0
@monicabtr,"04:18 varian rom 128 tetap dapet ram 8gb, bukan 6gb. cmiiw",2021-05-26T17:09:16Z,0
@diandarmayuda1861,Bukannya A52 udah pake OIS ya om?,2021-05-26T16:09:06Z,0
@vincentlgunawan,Belum 5G Om,2021-05-26T15:33:06Z,0
@manualtech6467,Bisa 2 Kartu gak bang,2021-05-26T13:28:19Z,0
@martinwijaya3958,"Malam boss mau tanya, saya pnya samsung a52 tahan air ga boss saya blm coba, nanti pas saya lalukan ke air malag mati deh nanti, info nya boss tkt nya mati, ?",2021-05-26T11:40:02Z,1
@andhawiwin,Knp gk dicobain wkt beli bg,2021-06-29T01:09:32Z,0
@srireniagr,"Alhamdulillab sudah bisa kebeli sudah tes kamera juga, tapi masih blm tau banyak fitur dan kegunaan lainnya bang. Settinf kamera pro nya jg blm terlalu bisa. Tolong infonya bang 🙏",2021-05-26T00:35:58Z,0
@wahyuristian7120,Sama nyimak pkai Awesome black 👍👍,2021-05-25T15:44:02Z,0
@mahmudmahmud3457,Alhamdulilah kesampean juga ..beli samsung A52,2021-05-25T12:46:14Z,0
@dendenatma251,"Make samsung A70 udh bangga,walau udah bnyak goresan dan lecetnya.apalagi klo make hp ini😂",2021-05-25T12:31:23Z,0
@bagusrahmat4730,"Sayangnya belum 5G ya..,",2021-05-25T09:32:12Z,0
@mikhaofs_,ada samsung a72 kalau mau 5g kak,2021-06-11T02:04:52Z,0
@wirkadinata2648,"Merasa bersyukur sekali udh kesampaian minggu malam kemarin udh kebeli,suka sekali memang samsung gak pernah mengecewakan😍",2021-05-25T07:59:05Z,12
@yuliaandari5134,"Pgn nanya dong kak Samsung a52 kamera depan nya udh d sediain filter"" / efek"" bawaan nya gak? Jd selfie ga natural aj gtu.",2022-02-13T07:47:11Z,0
@ZALALATV,"Sekarang melihat, Besok memilkki,, Aamiin",2021-05-23T11:30:02Z,0
@MySelf-py5uw,Samsung A52 5G ada g sih di indonesia??,2021-05-23T10:27:53Z,0
@jamalfokus3514,Tetap stay bersama s7 edge,2021-05-23T08:48:08Z,0
@navisahenkamling9136,Insya Allah saya beli HP ini dan berwarna ungu,2021-05-23T07:49:51Z,0
@farhanmaulana6129,"Semoga dapet giveaway iPhone, Aamin",2021-05-23T00:32:38Z,0
@gifarisahlan6626,Gua udh punya,2021-05-22T15:16:34Z,0
@akrom2843,Keren bang @dhiarcom,2021-05-21T22:29:23Z,0
@Yuliantoeko70,"Mesti di coba video 4k, full hd mana yg stabilizer yg terpakai",2021-05-21T18:23:16Z,0
@bagibagi2986,Coba aja kasih fream metal walaupun bodi belakang plastik 👍,2021-05-21T09:55:32Z,1
@bagusadiyoga,"Masih ragu, sementara ini pakai XR, tapi kepikiran terus mau tukar A52 😭😭",2021-05-20T15:57:16Z,0
@michaeloey5793,Bgus A52 jauhh,2021-07-11T09:24:14Z,1
@bagusadiyoga,"@michaeloey5793 bagus sih om. Tapi saya cari kamera juga ehh, ga terlalu cari lensa ultrawide soalnya :((",2021-07-12T05:02:21Z,0
@michaeloey5793,"@bagusadiyoga klo cari kamera ke abangny berarti, A72",2021-07-12T06:17:29Z,0
@sonysuharta9549,Kemaren sebelum beli hp nonton di sini pakai j6+ sekarang pakai a52 langsung karna emang seneng sama a52,2021-05-20T15:10:42Z,0
@yuliaandari5134,"Pgn nanya dong kak Samsung a52 kamera depan nya udh d sediain filter"" / efek"" bawaan nya gak? Jd selfie ga natural aj gtu.",2022-02-13T07:50:04Z,0
@sonysuharta9549,@yuliaandari5134 gk ada filternya,2022-02-13T09:38:02Z,0
@yuliaandari5134,"@sonysuharta9549 em masa sih ka?? Gada filter"" bawaan dari Samsung nya gtu kalo mau selfie",2022-02-13T10:18:37Z,0
@hamsahhamsah3408,Bingung mau pilih iphone xr atau samsung a52..yg mana ya lebih bagus,2021-05-20T14:31:03Z,0
@penikmathumor,"SD 720g, device ane SD 439 bi like:v",2021-05-20T12:01:51Z,0
@hartonoputra16,Cuman bisa mengagumi🥺,2021-05-20T04:36:53Z,2
@tomialrcon9281,Udah beli tapi belum berani di ajak berenang🤣,2021-05-19T12:49:52Z,0
@ucupucup573,Buat apa di ajak berenang bro..,2021-06-25T01:10:33Z,0
@muhammadardiansyah3237,"Terbeli juga hari ini 
Alhamdulillah",2021-05-19T08:43:30Z,1
@ardikasusila595,"Bang bantu pilih ,, samsung a52 baru atau iphone xr yang second bng,pliss bantu pilih mau ganti hp soalnya",2021-05-19T06:31:25Z,0
@giawadesti8727,"Samsung a52
Saya udh pakai ❤❤❤❤❤👍",2021-06-01T09:25:11Z,0
@andhawiwin,@giawadesti8727 sama dong syg 😂,2021-06-29T01:19:15Z,0
@taufikfadillah813,@andhawiwin iya sayang,2021-09-21T06:39:20Z,0
@alifinowaa7302,Alhamdulillah dah ganti dari Samsung a80 ganti Samsung a52 makin mantap👍🤲,2021-05-18T19:07:46Z,2
@fendywicaksono1550,Wahh seri andalan di kelasnya nihh..mantapp✌,2021-05-18T12:31:26Z,0
@joeal_makassari5345,"Saya pilih Box No. 1 dan No. 6

@joenardy_almakassary

Nama depan: Joe",2021-05-18T10:49:18Z,0
@rizallogo5326,Mantullll,2021-05-18T10:31:32Z,0
@robiparyono1417,"Dari segi body dan tampilan lebih ramping versi yg sebelumnya A51 samsung A52 dan A72 bezzel pinggir atas dan bawah lebih tebel. Body belakang a kerasa plastik banget. Kalau di ketok2 berasa ada yg kopong di dalam.a
Kemarin A71 saya TT sama A72 ternyata gak jauh beda cuma beda di spek kamera.a saja  dan tahan air",2021-05-18T06:23:14Z,0
@yans1011,blm 5g?,2021-05-17T17:55:42Z,0
@whyusptra5864,Blm,2021-05-19T16:27:48Z,0
@binbina_yn7049,Ada yang mau nemenin saya ngepet tidak??,2021-05-17T13:44:28Z,0
@ajidalydrus7451,Snapdragon 720g masih kuat ga untuk beberapa tahun kedepan?,2021-05-17T08:29:43Z,0
@muhidziyec30,"User experience masih sangat cukup bro,,kalo mau nyari spek brand tetangga aja lebih banyak yg gahar,cuma itulah ada harga ada kualitas",2021-05-20T04:22:20Z,0
@activespeaker1828,"Definisi aku.
Penonton setia dhiarcom yang gak pernah dapet giveaway dan gak pernah dipin komen.",2021-05-17T04:17:05Z,0
@ubaidillahdohc8817,Mantab,2021-05-17T03:55:47Z,0
@cedoxpati8841,Nonton ini pake a52..tp menurut q masih mantep huawei..,2021-05-16T19:13:27Z,0
@harryputra4414,Apakah sudah bisa 5G.?,2021-05-16T17:45:33Z,0
@whyusptra5864,"720 sudah pasti









Blm",2021-05-19T16:28:06Z,0
@rickysandi6459,Mntaplh,2021-05-16T14:14:35Z,0
@adearisandi9894,Ada yang harus dibeli untuk tambahan nya ?,2021-05-16T11:21:58Z,0
@muhammadfariz3610,bang mending ini ato f3?,2021-05-15T23:20:00Z,0
@whyusptra5864,F3 dong,2021-05-19T16:28:22Z,0
@mochamaddzaki32,1080p 60fps ada stabilizernya ga sih?,2021-05-15T20:53:19Z,0
@TutorialPian,"awal 2019 beli A50, terus pertengahan 2020 ganti ke A51,Ehh sekarang Keluar A52..  Aduuuuh pusing bosss 😂",2021-05-15T08:20:58Z,0
@jhonyhong1778,Satu kekurangan hp ini yaitu batrenya...awetan A32...sebelum beli sempat galau...bandingin A52 dll...akhirnya jadi beli A32...spec kurleb...malah menang di ketahanan batrenya...A32 super awet batrenya,2021-05-14T15:04:32Z,0
@miminqirani410,Alhamdillah sdh bisa kebeli,2021-05-14T14:56:30Z,0
@anggasyahputra1376,"yatuhan pen ganti hp, dr 2016 ga ganti hp. gada duiiit",2021-05-14T12:01:23Z,0
@Gucciqt,"Selamat hari raya idul fitri. Mohon maaf jika ada salah kata, salah sangka, salah perilaku dan salah menaruh perasaan🙏🏻",2021-05-13T21:55:29Z,1
@wawandoank9676,Belum 5G ya?,2021-05-13T03:53:48Z,0
@nandangtohari3397,Semoga abis lebaran bisa beli. Amiin...,2021-05-12T16:01:01Z,0
@PCX2025roadsync,"samsung sekarang ko lemah nangkep sinyal nya, kalah sana hp oren",2021-05-12T13:49:24Z,0
@trisnaaji87,Besok belinya nunggu di tilep brand lain dulu sama s22 ultra turun gunung biar adiknya anjlok dulu harganya ...😂😂😂😂😂,2021-05-12T03:59:48Z,0
@saidningrat1622,Om untuk kamera A52 / realme X3 superzoom lebih better untuk low light ?,2021-05-12T01:58:20Z,1
@marselinanuraenii7982,BANG KELEMAHAN HP SAMSUNG DARIDULUSAMPESEKARANG APA SIH??,2021-05-11T17:29:09Z,0
@Hero_O-N-E,Sayangnya hp belom 5g redi.,2021-05-11T17:20:45Z,0
@riyanputra6157,benar gk bos anti air klo emang benar gua mau beli,2021-05-11T13:18:03Z,0
@masbramcoll,Low lightnya mana😔,2021-05-11T12:55:51Z,0
@setivenmichelonesimus7762,Lebih bagus mana bang sama Samsung m51,2021-05-11T06:55:31Z,0
@ratnaalisiya6116,🤤🤤🤤🤤🤤🤤,2021-05-11T02:48:21Z,0
@aldocahyaputra5009,hadir,2021-05-10T22:04:17Z,0
@Abaaangvlog,Game setalah pubg ap ya d video?,2021-05-10T21:36:01Z,0
@meiyadiemeiyadie752,Mantep bang,2021-05-10T20:22:14Z,0
@difaahmad_6202,Mantap😳,2021-05-10T20:18:31Z,0
@yesimeirida6321,Aku lagi beli semoga cepet smpe A 52 violet🙏😁rejeki kado ultah dari Allah🤗🥺,2021-05-10T15:58:04Z,2
@monakitty7355,Beli dimana yg violet kak? Susah bner carinya,2021-05-16T03:09:27Z,0
@hantuyutup6753,"Nonton dulu, beli kapan kapan",2021-05-10T06:37:53Z,0
@hendroone7381,"Desain,,layar,,kamera,,,tk di ragukan klo buat gaming kurang recomanded",2021-05-10T06:28:10Z,0
@awanstrikeyt1182,Tapss,2021-05-10T05:58:28Z,0
@Ridwanhafied,3 hari lagi lebaran,2021-05-10T05:25:18Z,0
@bangmirzavprsta,Wih mantep... Samsung selalu ngeluarin hp dengan fitur dan tampilan yg keren & elegan😁,2021-05-10T03:37:07Z,3
@perkebunanbiting5997,samsung a52 ist the best!!,2021-05-10T03:33:34Z,1
@nikolasbaruna2012,Mantapp😭,2021-05-10T02:53:14Z,0
@argadia1769,Yooook bisaaaaaaa,2021-05-10T02:00:17Z,0
@ahmadhusaeni0222,ngiler njirr liat nya seakan akan gua yang pegang,2021-05-10T01:15:44Z,1
@dewifortuna6554,Mantab,2021-05-10T00:49:55Z,0
@elniztnurrosid4602,Samsul ga prlu diragukan,2021-05-09T23:43:28Z,0
@gunawanputrap416,Wow,2021-05-09T22:30:05Z,0
@IziRado,Ngiler liatnya... Cuma bisa tahan air liur 🤣,2021-05-09T21:39:59Z,1
@jajakarya2428,🤣🤣🤣🤣🤣🤣,2021-09-10T10:36:11Z,0
@ekamaizuhardi9635,Sudah pernah di compare dengan Realme 8 Pro?,2021-05-09T17:04:40Z,0
@radiobugelfm1173,"Gan, samsung A52 apa masih ada aplikasi RADIO FM ? Mohon di jawab ya, semoga sehat,lancar rizkinya amin..",2021-05-09T15:26:41Z,0
@immanuelchristian8676,Msh ada kyknya,2021-05-12T14:48:16Z,0
@miyaaa7408,Aku msih pkai Samsung J3 Pro :),2021-05-09T14:15:41Z,0
@joemore7806,"Share pengalaman make samsung A52 baru 1 hari..
anti gores bawaan dan layar bermasalah setelah main 3 ronde mobil legend... 

Menggelembung dan ada garis2 mera posisi kalau main mode landscape (kadang nongol kadang kagak garisnya) di kiri dan kanan layar... 

Seburuk itu kah build quality samsung skrg..
Btw ini hp ke 3 gw.. pertama a70 dan j6 2018(kedua nya msh dipake dan selalu main mobile legend ga bermasalah) 

Gw sebagai fanboy samsung sangat kecewa utk hp ke3 gw ini.. 

Toko tidak mau gnti unit baru.. kira2 ada solusi nya apa utk yg lg make?",2021-05-09T11:34:25Z,0
@gamergimang3542,J2 prime udah seneng apalagi a52😄,2021-05-09T10:17:00Z,1
@giiooson3195,"Klo produk samsung si gk usah di ragukan lgi kang
Selalu keren....",2021-05-09T07:03:19Z,0
@pardingotansinaga917,"Saya sudah beli...sumpah
Mantul banget",2021-05-09T06:06:07Z,0
@aripurnomo7910,"Bismillah, bulan depan",2021-05-09T02:46:24Z,1
@mihoyo2799,Udah dapet thr juga belum mampu ganti HP ಥ‿ಥ,2021-05-08T11:48:31Z,0
@sunaryosatiahbinmasdararyo2494,samoled itu enak banget ga da lawan...pokoe.... matap.....jid gandos....,2021-05-08T07:04:08Z,0
@mirandaadwii6495,1:30 tahan air buset kalo ngegem enak bgt kalo pas tangan basah wkwk,2021-05-08T05:50:59Z,0
@andrivtex_fatih106,Ngiler,2021-05-08T04:49:12Z,0
@very_weps,Mantap om,2021-05-08T01:58:54Z,0
@agussetiyoutomo6341,"Ga ada tulisan ""samsung"" nya kah?",2021-05-08T01:48:39Z,0
@yuppiw2006,Ini adalah hanphone yg sempurna tidak mementingkan 1 bagian👍👍,2021-05-07T23:02:17Z,7
@IndraSaputra-mp1iy,Mantaapppp🔥🔥🔥,2021-05-07T20:31:01Z,0
@CreatorMisteri72,Harga nya berapa bosku,2021-05-07T17:06:41Z,0
@roynando4425,Mending A52 / redmi note 10 pro .. buat ngegame bang,2021-05-07T15:36:25Z,0
@andi5803,Mantap sih,2021-05-07T14:59:38Z,0
@kicaudays947,2jt has,2021-05-07T14:41:28Z,0
@revanfebian2605,Kameranya kelas banget,2021-05-07T13:53:41Z,0
@-StevenPurba,Kupikir hp tahan air harganya diatas 10 jt. Ternyata jauh lebih murah😂😂,2021-05-07T06:15:36Z,0
@royalcanin405,Reviewnya bgs beserta penjelasan speknya lengkap. Senang ntnnya. Moga sukses bang.,2021-05-07T02:06:40Z,0
@syamsulfahrul2690,Love it,2021-05-07T01:21:03Z,0
@DistrikChannel,nonton pake A52.,2021-05-06T21:21:49Z,0
@mayunsurya4085,Klo di pake main game ml patah2 ga bang?,2021-05-09T04:37:58Z,0
@DistrikChannel,@mayunsurya4085 aq gx main game bang. 😊,2021-05-09T08:08:25Z,0
@yugadewantoro6604,Kirain hp nya 'Tahan godaan setan',2021-05-06T15:30:32Z,0
@rizalarifin2742,1:34 PANJANG banget lidahnya..😰,2021-05-06T12:38:26Z,0
@firnandaff6513,Semoga yg baca diberi rezeki yg banyak oleh Allah SWT amin,2021-05-06T12:35:42Z,90
@yuniarlimarjoena4478,Aamiin,2021-05-06T16:47:05Z,1
@davingagah8608,Aamiin....,2021-05-19T14:22:22Z,1
@aimaralim6099,Aamiin,2021-07-04T03:30:05Z,0
@cindyekamaharani6386,Amiinn,2021-07-15T03:53:30Z,0
@farhanhidayattullah3008,Aamin,2021-07-28T22:07:51Z,0
@xiagm-kemasmfadlic150,❤️❤️❤️❤️❤️❤️❤️❤️,2021-05-06T10:29:18Z,0
@wahyuvan,"Patah patah hasil vidio nya, parah sih",2021-05-06T07:57:28Z,0
@Konjan,Mimpi aja cukup lh punya hp² yg keren kya samsung xiaomi iqoo dll nya,2021-05-06T07:56:40Z,0
@wahyudibuaran2809,Klo baterainya 7.000 mAh spt M51 saya tertarik.😅,2021-05-06T07:25:23Z,0
@wahyudibuaran2809,02:13 bisa dual SIM 4G dan Memory card kan ya om?,2021-05-06T07:23:07Z,0
@immanuelchristian8676,Hybrid gak 3slot,2021-05-12T14:49:28Z,0
@rundi2275,👍,2021-05-06T05:53:28Z,0
@agungkurnia7109,"Mahal bet, hp gw kurang dari 1jt",2021-05-06T04:38:40Z,0
@musikcover3,bulan depan beli misal di beri rizky,2021-05-06T03:31:20Z,0
@asbarmide9631,Bang bahas bocoran A82 5G,2021-05-06T01:44:02Z,0
@devipermatasarisubandi9630,"A82 kira"" rilis kapan?",2021-05-09T01:58:21Z,0
@yuppiw2006,@devipermatasarisubandi9630 gk akan rilis,2021-05-21T12:44:58Z,0
@ditodarmadi2818,hape idaman,2021-05-06T00:48:41Z,0
@fahriramadhan4480,👍,2021-05-05T22:45:52Z,0
@muzibdosantos,"Gimana rasanya mempunyai,, hp² jutaan rupiah",2021-05-05T21:39:36Z,0
@sumarumuhammad5444,Worth it buat yang yang layar sama ketahanan air kalau gw sih tetep milih mi 10t pro,2021-05-05T21:36:20Z,0
@riskiadittiya245,sering ghacha,2021-12-07T05:07:15Z,0
@robertmugabe5293,mahal mahal cuma dpt SD720 🤭,2021-05-05T18:12:40Z,0
@BajangGenem,6 hari lagi,2021-05-05T17:40:20Z,0
@Z-achmad,"🦇 (Ya) Cukup, saingan jualan 💫",2021-05-05T14:52:16Z,0
@viinofficial3192,Mantap banget kapan saya bisa punya,2021-05-05T13:13:05Z,0
@yoazied2755,"Semoga dapat THR 10 juta ,dari pemerintah biar bisa beli Hp",2021-05-05T13:01:06Z,0
@inirispandi2862,APAKAH NANTI THR NYA DIKASIH UANG 5 JT BUAT BELI INI...🙏,2021-05-05T11:44:09Z,0
@sahawe5039,Ttp pngn iPhone 8+/XR 😭,2021-05-05T11:38:12Z,0
@bayu_s.p28,"Baru beli a71, eh udah keluar a72 emng kntil samsung",2021-05-05T11:15:27Z,0
@MellyOdaz,"Bismillah belum bisa beli, tapi ngimpi dulu gapapa kan, hehehe",2021-05-05T10:38:05Z,0
@ocasambutan2649,Kepingin tp blm ada dana 😢,2021-05-05T10:34:57Z,0
@storyhallu9425,Sehat Truss babang dan semangat 🤲🤲🤲,2021-05-05T10:22:03Z,0
@rizkyhendrianto6563,Worth it calon laris next gen 2 nih A52,2021-05-05T09:25:34Z,0
@sandihermana4873,pelitnya samsung tuh nggak ngasih sensor ir blaster yg buat remote,2021-05-05T08:35:01Z,0
@pindahakun1419,Mantap om,2021-05-05T07:49:45Z,0
@ikfinabirkiamelia5980,Sukses selalu om,2021-05-05T07:48:11Z,1
@kepochannel1339,Mantap bang,2021-05-05T07:27:29Z,1
@hemikwardoyok4460,Mantap bang,2021-05-05T07:26:02Z,0
@farhanchannel5121,Mantap bang,2021-05-05T07:23:22Z,1
@ahmadabdulaziz3371,Bismillah,2021-05-05T07:08:00Z,0
@denahmad6921,"Samsung s8plus ku nangis melihat ini,, aarrgh pengen beli",2021-05-05T06:47:21Z,0
@sobatkakilima.4587,Ngiler sama a52 ini.. tp a 50 yg di pke masih sangat enak di pake..,2021-05-05T06:28:42Z,0
@AV8-e5b,"Iya A50 masih bagus, tapi kalo ada dana mending beli yang baru karena A50 udah mentok di android 11 dan one UI 3.1

Tapi kalo emang masih nyaman pake nya yaudah",2021-12-11T14:02:58Z,2
@sobatkakilima.4587,@AV8-e5b pengen nya sih bisa miliki a52. Tp apa daya dompet menangis,2021-12-12T12:15:59Z,0
@AV8-e5b,@sobatkakilima.4587 seka air matanya,2021-12-12T12:20:50Z,0
@azzamaflahulmalik1262,Mantappp,2021-05-05T05:22:42Z,0
@aklijilie21m14,Masuk list keranjang😂,2021-05-05T05:21:48Z,0
@shahrulzahri9774,Iphone noob...,2021-05-05T04:40:56Z,0
@haikalulumillah6772,Jadi pengen beli tapi gak ada uang,2021-05-05T02:31:35Z,0
@poresentv,Om Samsung Galaxy A51 masih worth it ga?,2021-05-05T01:44:04Z,0
@aditiadimas7986,Cuma bisa lihat review nya doang😥😥,2021-05-05T01:38:57Z,0
@initialR_,Kalo hp ini worth it 2-3 taun ke depan trs gmn kalo tiba2 sblm tahun itu keburu launching 5G. Gmn nasib hp yg masih 4G ini?,2021-05-05T00:50:29Z,0
@Gee_allen,Designya keren sih,2021-05-04T22:31:29Z,0
@cintachannel2650,Min bagusan mana soal kamera antara samsung a52 vs poco f3? Mau beli diantara 2 ini. Soal kameranya aja min,2021-05-04T22:16:30Z,0
@WahyudiYudi-fk2nt,Jelas samsung lah,2021-11-25T13:56:27Z,0
@nurroyhanafi4616,Bismillah semoga bulan depan bisa kebeli,2021-05-04T21:38:33Z,0
@iqbalhanafi3408,"Setelah pemakaian 2 bulan. Batere bisa tahan 1 hari setengah kalo dari 100 persen sampai 10 persen jika pemakaian normal. Dengan pengisian daya 1,5 jam untuk mencapai 100 persen. Untuk bermain game lancar jaya, fitur2 dari samsung A52 ini sangat membantu sekali namun kekuranganny menurut saya adalah waktu membaca sidik jarinya memang agak lama. Bisa mencapaj 1 detik.",2021-05-04T21:27:50Z,5
@abcdefgh4761,Gimana kak pemakaian selama 8 bulan? Memorinya masih aman ka? Mau beli Samsung cuma katanya memori Samsung suka penuh?,2022-01-10T00:55:24Z,0
@galangez6073,Semangat gaes lebaran tinggal sedikit lagi,2021-05-04T21:19:57Z,2
@MesaMain,#mendingpoco 🤣,2021-05-04T21:19:01Z,0
@sobatkecilll4640,bukan maen,2021-05-04T21:01:44Z,0
@wongdesa443,"Cuma bisa lihat , gak mampu beli ,,",2021-05-04T19:19:50Z,0
@rikilim1688,Ini baru review. Bukan macam monyong david bertele2 sok imut. Lbh byk lihatin muka dia dr pada produk yg akan di review. Semoga sukses tmbus 5 jt subscriber. Tks,2021-05-04T19:16:30Z,0
@batu8237,Buset keknya dendam pribadi 😂🙏,2021-05-06T02:45:59Z,0
@calonorangsukses9655,@batu8237 bumset,2021-05-07T17:41:09Z,0
@WWE_channels95,"Kata karyawan samsungnya A52,, cuman tampilannya doang Pke processor snapdragon,, tapi masih pke processor EXYNOS katanya...",2021-05-04T18:46:56Z,0
@WWE_channels95,"Ah buset gua beli a52,, main genshin impact malah pas keluar game,, ada hurrrrrr kaya mesin rumout",2021-05-04T18:45:14Z,0
@cacuahaha2441,Mntp.,2021-05-04T17:29:20Z,1
@adiid1412,"ANJIR LAYAR 1800 KAYA GIMANA, 1080 KALI AH",2021-05-04T16:42:38Z,0
@Pepp08,samsung kualitas nya ga usah diragukan paling suka anti air nya ...mantap om,2021-05-04T15:38:33Z,2
@pujisisoneto,Samsung memang keren tapi...,2021-05-04T15:10:02Z,0
@achmadfathoni295,Musiknya asik kang,2021-05-04T14:49:09Z,0
@MF-zz7uv,"Saya pilih Box No. 3 dan Box No. 4 
@hengkiekachandra19
Nama depan : Hengki",2021-05-04T13:42:19Z,0
@florenciairenataniar9422-r1c,"Definisi hp menengah rasa flagship.
Saya pilih no.9 & no. 2
Ig : @Mohammednabil
Nama : Syauqi",2021-05-04T13:39:28Z,0
@ergibagassatria7674,Keren abis😋😋😋😋  mantap 🤗🤗😇😇😇😇 GOOD LUCK,2021-05-04T13:12:26Z,0
@PTTRISTAN,Sukses trus bang dhiar semoga selalu di beri kesehatan.. Amin,2021-05-04T11:59:31Z,2
@tercoret9172,Mantulll,2021-05-04T11:15:31Z,0
@Muhammadtarly,Wiii 🔥🔥🔥🔥,2021-05-04T11:02:58Z,0
@nadhifaarndt,tahan air tu coba yang suka hpnya random kecempung di kamar mandi wkwkw udah lah 4 juta udah begini canggih jangan komper sama yang lain saklek manteep,2021-05-04T10:53:55Z,0
@nadhifaarundati9346,i prefer this over pocco. samsung selalu menjanjikan meski harga sama android beda2 tipis dan bersaing banget tetep sistem UI samsung best,2021-05-04T10:46:21Z,2
@faragusalihasan7378,Skuy,2021-05-04T10:09:35Z,0
@poppyherawati5315,"Tetep aku cinta mati samsung, pengalaman pake andorid lain selalu enggak begitu bagus apalagi masalah ketahanan. 4 juta tp tahan air aku sih yes!!!!",2021-05-04T10:07:07Z,0
@gadgetlovers7907,kalau ingin mengkomparasi samsung dengan brand lain sebenarnya perlu dilihat juga kelebihannya. Karena dengan harga 4 juta samsung enggak mungkin mengeluarkan spek yg abal abal (ibarat kata) fungsi handhphone dengan ketahanan air di harga 4 juta tuh cukup wow lho,2021-05-04T10:04:32Z,0
@gadgetlovers7907,"Bagi saya, tetap A52 bisa jd pertimbangan besar dengan brand andro lain. karena user experience samsung lebih memuaskan berdasarkan yg saya alami",2021-05-04T10:50:39Z,0
@ivanwidodojr4609,Seandainya bisa memiliki ☺️,2021-05-04T09:28:38Z,0
@yazidqoribi9590,F3 apa A52 ya? 🙏,2021-05-04T09:28:19Z,1
@putrifynt6695,A52 si menurut ku,2021-05-30T11:08:42Z,0
@yazidqoribi9590,@putrifynt6695 mkasih sarannya mbak 🙏,2021-05-30T12:51:10Z,0
@fmlyrics808,Mantap,2021-05-04T09:19:09Z,0
@tanya84948,OIS nya cuma gimmik kah? Pas rekam video goncangannya gak kerasa bedanya kaya hp2 yang cuma punya EIS,2021-05-04T09:15:39Z,0
@m.nabiel147,Hadirrr,2021-05-04T08:57:10Z,0
@prayitnofals7596,Mantaps,2021-05-04T08:50:58Z,0
@digitaltools3881,"Samsung selera ku, A52 hape ku (tp tunggu THR dulu hehe), btw hasil FHD 60fps oke sekaliii",2021-05-04T07:51:17Z,1
@snatchimage5391,"Hape midrange udh IP67, cuma Samsung yg berani ngeluarin buat saat ini, A52 otw jadi hape terlaris juga kyknyaa, temen2 gua aja bnyk yg beralih ke andro grgr ini hape",2021-05-04T07:48:05Z,0
@jogyu30,"Harga pas, Spek pas, tinggal pas-in budget aja nih, mohon restunya pertengahan bulan bisa beli A52 Awesome black",2021-05-04T07:46:01Z,0
@Michael-ru2vo,"A52 memang mantap, hape mid range yang mengembalikan kodratnya sebagai hape flagship wanna be, dari spek dan desain chakepp",2021-05-04T07:43:55Z,3
@muhammadhibban3146,"jangan lupa cuci tangan ❌
jangan lupa cuci hp✔️",2021-05-04T07:15:05Z,1
@akitajr1771,bang a52 itu bukannya udah 5G ya bang ?,2021-05-04T07:05:57Z,0
@hilmynabilrifai,Kan pake 720G yang 5G ga masuk indo,2021-05-06T02:22:42Z,0
@akitajr1771,@hilmynabilrifai oh gituu,2021-05-06T02:30:32Z,0
@opansuhendar3018,Mantap om,2021-05-04T06:59:55Z,0
@danieldecfrezermanullang6774,Wah bang arbi ni hahahaha,2021-05-04T06:30:21Z,0
@alexkurniawan9615,Mantp,2021-05-04T06:29:28Z,1
@riskanugraha4384,"Sudah gak sabar pingin lebaran
Yg setuju like",2021-05-04T06:28:40Z,1
@abelbimawiratama1274,mending yang 5G atau ini  ya ?,2021-05-04T06:24:00Z,0
@renata-wh6yn,Coba di cek saldo rekening nya cukup buat beli yang mana..itulah pilihan terbaik nya,2021-05-05T05:32:32Z,0
@muhammadsyafii8372,Pejuang nunggu notif dapat rezeki,2021-05-04T06:21:49Z,1
@miftakhulchanel143,Keren,2021-05-04T06:14:38Z,0
@aanmaris2111,Tumben telat bang,2021-05-04T05:57:49Z,0
@rendiaprianzyah5193,Nice,2021-05-04T05:49:02Z,0
@ihsan.alwafi_8508,Mantap bener,2021-05-04T05:29:40Z,0
